num_bo,ano_bo,id_delegacia,nome_departamento,nome_seccional,delegacia,nome_departamento_circ,nome_seccional_circ,nome_delegacia_circ,ano,mes,flag_status,rubrica,desdobramento,conduta,latitude,longitude,location,cidade,logradouro,numero_logradouro,flag_status_2
352,2016,20120,DECAP,DEL.SEC.4º NORTE,20º D.P.  AGUA FRIA,DECAP,DEL.SEC.4º NORTE,20º D.P.  AGUA FRIA,2016,1,C,"Lesão corporal seguida de morte (art. 129, §3o.)",NULL,NULL,-23.485497032377999,-46.628832255276599,POINT(-46.628832255276599 -23.485497032377999),S.PAULO,RUA VOLUNTARIOS DA PATRIA,4301,C
2122,2016,10225,DECAP,DEL.SEC.6º SANTO AMARO,25º D.P.  PARELHEIROS,DECAP,DEL.SEC.6º SANTO AMARO,25º D.P.  PARELHEIROS,2016,6,C,Roubo (art. 157),NULL,TRANSEUNTE,,,,S.PAULO,RUA VISCONDE MONTE ALEGRE,300,C
1797,2016,10112,DECAP,DEL.SEC.1º CENTRO,12º D.P. PARI,DECAP,DEL.SEC.1º CENTRO,12º D.P. PARI,2016,4,C,Furto (art. 155),NULL,INTERIOR TRANSPORTE COLETIVO,-23.519954324020301,-46.622018533613797,POINT(-46.622018533613797 -23.519954324020301),S.PAULO,AVENIDA PRESIDENTE CASTELO BRANCO,1795,C
2628,2016,10104,DECAP,DEL.SEC.1º CENTRO,04º D.P. CONSOLAÇÃO,DECAP,DEL.SEC.1º CENTRO,03º D.P. CAMPOS ELISEOS,2016,6,C,Furto (art. 155),NULL,OUTROS,-23.5462625627435,-46.644972866538403,POINT(-46.644972866538403 -23.5462625627435),S.PAULO,RUA ARAUJO,232,C
4163,2016,10216,DECAP,DEL.SEC.2º SUL,16º D.P. VILA CLEMENTINO,DECAP,DEL.SEC.2º SUL,16º D.P. VILA CLEMENTINO,2016,4,C,Roubo (art. 157),NULL,VEICULO,-23.617457641965501,-46.632296558517197,POINT(-46.632296558517197 -23.617457641965501),S.PAULO,RUA ESTERO BELACO,403,C
9170,2016,10216,DECAP,DEL.SEC.2º SUL,16º D.P. VILA CLEMENTINO,DECAP,DEL.SEC.2º SUL,35º D.P.  JABAQUARA,2016,8,C,Roubo (art. 157),NULL,VEICULO,-23.6503578539999,-46.648992659999998,POINT(-46.648992659999998 -23.6503578539999),S.PAULO,RUA DAS NHANDIROBAS,520,C
1090544,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DEMACRO,DEL.SEC.SANTO ANDRÉ,06º D.P. SANTO ANDRÉ,2016,8,C,Roubo (art. 157),NULL,VEICULO,-23.687619749,-46.507072397999899,POINT(-46.507072397999899 -23.687619749),S.ANDRE,AVENIDA DOM PEDRO I,0,C
1259822,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DEMACRO,DEL.SEC.GUARULHOS,05º D.P. GUARULHOS,2016,10,C,Furto (art. 155),NULL,VEICULO,-23.482483315,-46.546653276999997,POINT(-46.546653276999997 -23.482483315),GUARULHOS,Avenida Guarulhos,1155,C
1377637,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DECAP,DEL.SEC.2º SUL,26º D.P.  SACOMA,2016,10,C,Furto (art. 155),NULL,INTERIOR TRANSPORTE COLETIVO,-23.639716280296302,-46.599003262370303,POINT(-46.599003262370303 -23.639716280296302),S.PAULO,RUA CACHOEIRA DOURADA,210,C
1430717,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DECAP,DEL.SEC.3º OESTE,37º D.P.  CAMPO LIMPO,2016,11,C,Roubo (art. 157),NULL,TRANSEUNTE,-23.637063766157901,-46.761761263789403,POINT(-46.761761263789403 -23.637063766157901),S.PAULO,RUA DOUTOR RENATO BUENO NETTO,600,C
1213637,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DECAP,DEL.SEC.7º ITAQUERA,32º D.P.  ITAQUERA,2016,9,C,Furto (art. 155),NULL,OUTROS,-23.5342747512857,-46.451590936785699,POINT(-46.451590936785699 -23.5342747512857),S.PAULO,RUA SABBADO DANGELO,64,C
8554,2016,20250,DECAP,DEL.SEC.7º ITAQUERA,50º D.P.  ITAIM PAULISTA,DECAP,DEL.SEC.7º ITAQUERA,68º D.P. LAGEADO,2016,8,C,Lesão corporal culposa na direção de veículo automotor (Art. 303),NULL,NULL,-23.537213903394701,-46.405208179116798,POINT(-46.405208179116798 -23.537213903394701),S.PAULO,ESTRADA DO LAGEADO VELHO,434,C
1386434,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DEMACRO,DEL.SEC.SANTO ANDRÉ,05º D.P. SANTO ANDRÉ,2016,10,C,Roubo (art. 157),NULL,TRANSEUNTE,-23.646116040831402,-46.491557815011198,POINT(-46.491557815011198 -23.646116040831402),S.ANDRE,RUA NEPAL,55,C
236007,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DECAP,DEL.SEC.7º ITAQUERA,64º D.P. CID.AE CARVALHO,2016,2,C,Roubo (art. 157),NULL,TRANSEUNTE,-23.521539452827302,-46.463144534509098,POINT(-46.463144534509098 -23.521539452827302),S.PAULO,RUA GUARAPA,54,C
3477,2016,30103,DEMACRO,DEL.SEC.SANTO ANDRÉ,02º D.P. SANTO ANDRÉ,DEMACRO,DEL.SEC.SANTO ANDRÉ,02º D.P. SANTO ANDRÉ,2016,6,C,Furto (art. 155),NULL,VEICULO,-23.633862209,-46.533103097000001,POINT(-46.533103097000001 -23.633862209),S.ANDRE,RUA MATO GROSSO,284,C
4397,2016,30110,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,02º D.P. S.BERNARDO DO CAMPO,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,02º D.P. S.BERNARDO DO CAMPO,2016,10,C,Lesão corporal culposa na direção de veículo automotor (Art. 303),NULL,NULL,-23.673526890323199,-46.558229857739803,POINT(-46.558229857739803 -23.673526890323199),S.BERNARDO DO CAMPO,AVENIDA SENADOR VERGUEIRO,2549,C
641,2016,30121,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,05º D.P. S.BERNARDO DO CAMPO,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,05º D.P. S.BERNARDO DO CAMPO,2016,4,C,Roubo (art. 157),NULL,VEICULO,-23.662395301999901,-46.592376475000002,POINT(-46.592376475000002 -23.662395301999901),S.BERNARDO DO CAMPO,AVENIDA TRINTA E UM DE MARÇO,0,C
1648,2016,20244,DECAP,DEL.SEC.8º SAO MATEUS,44º D.P.  GUAIANAZES,DECAP,DEL.SEC.7º ITAQUERA,103º D.P. COHABII/ITAQU.,2016,3,C,Roubo (art. 157),NULL,TRANSEUNTE,-23.5440623793477,-46.425482367585097,POINT(-46.425482367585097 -23.5440623793477),S.PAULO,RUA LUIS MATEUS,170,C
900100,2016,10362,DECAP,DEL.SEC.8º SAO MATEUS,69º D.P. TEOTONIO VILELA,DECAP,DEL.SEC.8º SAO MATEUS,41º D.P.  VILA RICA,2016,7,C,Lesão corporal (art. 129),NULL,NULL,-23.575944720945898,-46.533245405688,POINT(-46.533245405688 -23.575944720945898),S.PAULO,TRAVESSA ITAPERUM,6,C
2202,2016,10335,DECAP,DEL.SEC.4º NORTE,72º D.P. VILA PENTEADO,DECAP,DEL.SEC.4º NORTE,13º D.P. CASA VERDE,2016,1,C,Furto (art. 155),NULL,INTERIOR DE VEICULO,-23.481597738560101,-46.660814251399501,POINT(-46.660814251399501 -23.481597738560101),S.PAULO,RUA AGOP KERIMIAN,84,C
2450,2016,10342,DECAP,DEL.SEC.1º CENTRO,78º D.P. JARDINS,DECAP,DEL.SEC.1º CENTRO,78º D.P. JARDINS,2016,3,C,Lesão corporal (art. 129),NULL,NULL,-23.560998971061501,-46.6632316500922,POINT(-46.6632316500922 -23.560998971061501),S.PAULO,RUA AUGUSTA,2099,C
7973,2016,10371,DECAP,DEL.SEC.6º SANTO AMARO,98º D.P. JARDIM MIRIAM,DECAP,DEL.SEC.6º SANTO AMARO,98º D.P. JARDIM MIRIAM,2016,10,C,Lesão corporal (art 129 § 9º),NULL,NULL,-23.6843826293455,-46.643730130210301,POINT(-46.643730130210301 -23.6843826293455),S.PAULO,RUA ESTRELA SOLITARIA,22,C
3416,2016,30109,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,01º D.P. S.B.C-DR OMAR CASSIM,DEMACRO,DEL.SEC.SANTO ANDRÉ,03º D.P. SANTO ANDRÉ,2016,4,C,Roubo (art. 157),NULL,VEICULO,,,,S.ANDRE,AVENIDA MARGINAL CORREGO TAIOCA,114,C
2159,2016,10346,DECAP,DEL.SEC.3º OESTE,46º D.P.  PERUS,DECAP,DEL.SEC.3º OESTE,46º D.P.  PERUS,2016,6,C,Lesão corporal (art. 129),NULL,NULL,,,,S.PAULO,AVENIDA PAVAO,61,C
3766,2016,10361,DECAP,DEL.SEC.8º SAO MATEUS,70º D.P. VILA EMA,DECAP,DEL.SEC.8º SAO MATEUS,70º D.P. VILA EMA,2016,9,C,A.I.-Furto (art. 155),NULL,CARGA,,,,S.PAULO,AVENIDA SAPOPEMBA,9052,C
2968,2016,10310,DECAP,DEL.SEC.5º LESTE,56º D.P.  VILA ALPINA,DECAP,DEL.SEC.5º LESTE,56º D.P.  VILA ALPINA,2016,5,C,Furto (art. 155),NULL,OUTROS,-23.586375959041899,-46.588682940576803,POINT(-46.588682940576803 -23.586375959041899),S.PAULO,RUA AMPARO,75,C
3794,2016,10336,DECAP,DEL.SEC.4º NORTE,73º D.P. JACANA,DECAP,DEL.SEC.4º NORTE,20º D.P.  AGUA FRIA,2016,3,C,Furto (art. 155),NULL,OUTROS,-23.457608507182702,-46.6236557164194,POINT(-46.6236557164194 -23.457608507182702),S.PAULO,RUA FRITZ MULLER,57,C
10873,2016,10342,DECAP,DEL.SEC.1º CENTRO,78º D.P. JARDINS,DECAP,DEL.SEC.1º CENTRO,78º D.P. JARDINS,2016,11,C,Furto (art. 155),NULL,TRANSEUNTE,-23.563425284142799,-46.653991998367303,POINT(-46.653991998367303 -23.563425284142799),S.PAULO,AVENIDA PAULISTA,1313,C
6718,2016,10326,DECAP,DEL.SEC.7º ITAQUERA,63º D.P. VILA JACUI,DECAP,DEL.SEC.7º ITAQUERA,63º D.P. VILA JACUI,2016,7,C,Roubo (art. 157),NULL,CARGA,-23.4862783149999,-46.458811208,POINT(-46.458811208 -23.4862783149999),S.PAULO,RUA GRAZIELE BALDAK GOMES,37,C
9906,2016,10342,DECAP,DEL.SEC.1º CENTRO,78º D.P. JARDINS,DECAP,DEL.SEC.2º SUL,17º D.P.  DOUTOR ALDO GALIANO,2016,10,C,Roubo (art. 157),NULL,CONDOMINIO RESIDENCIAL,-23.5776864299275,-46.606202241256,POINT(-46.606202241256 -23.5776864299275),S.PAULO,RUA CIPRIANO BARATA,900,C
11369,2016,10374,DECAP,DEL.SEC.6º SANTO AMARO,101º D.P. JDIM IMBUIAS,DECAP,DEL.SEC.6º SANTO AMARO,101º D.P. JDIM IMBUIAS,2016,12,C,Roubo (art. 157),"caput. Subtrair coisa móvel alheia, mediante grave ameaça ou violência a pessoa",OUTROS,-23.743677598184,-46.688777597751098,POINT(-46.688777597751098 -23.743677598184),S.PAULO,RUA ISABEL AGUIAR DE CAMPOS,421,C
1236,2016,10329,DECAP,DEL.SEC.8º SAO MATEUS,66º D.P. JDIM ARICANDUVA,DECAP,DEL.SEC.8º SAO MATEUS,66º D.P. JDIM ARICANDUVA,2016,4,C,Roubo (art. 157),NULL,VEICULO,-23.556510482677801,-46.513542159765898,POINT(-46.513542159765898 -23.556510482677801),S.PAULO,RUA FORTUNA DE MINAS,300,C
3741,2016,10346,DECAP,DEL.SEC.3º OESTE,46º D.P.  PERUS,DECAP,DEL.SEC.3º OESTE,46º D.P.  PERUS,2016,10,C,Roubo (art. 157),NULL,VEICULO,-23.404994479578601,-46.745830659123897,POINT(-46.745830659123897 -23.404994479578601),S.PAULO,AVENIDA FIORELLI PECCICACCO,1100,C
4222,2016,10307,DECAP,DEL.SEC.3º OESTE,07º D.P. LAPA,DECAP,DEL.SEC.3º OESTE,07º D.P. LAPA,2016,10,C,Lesão corporal culposa na direção de veículo automotor (Art. 303),NULL,NULL,-23.536928808071401,-46.706357413785703,POINT(-46.706357413785703 -23.536928808071401),S.PAULO,RUA TONELERO,1507,C
1784,2016,20241,DECAP,DEL.SEC.8º SAO MATEUS,41º D.P.  VILA RICA,DECAP,DEL.SEC.8º SAO MATEUS,41º D.P.  VILA RICA,2016,3,C,Roubo (art. 157),NULL,TRANSEUNTE,-23.597150092513498,-46.522683982351303,POINT(-46.522683982351303 -23.597150092513498),S.PAULO,AVENIDA ISRAEL FONSECA,40,C
1588526,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DECAP,DEL.SEC.1º CENTRO,08º D.P. BRAS,2016,12,C,Furto (art. 155),NULL,OUTROS,-23.545100999999899,-46.616236999999998,POINT(-46.616236999999998 -23.545100999999899),S.PAULO,ESTAÇÃO TREM BRAS,0,C
1475513,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DECAP,DEL.SEC.4º NORTE,72º D.P. VILA PENTEADO,2016,11,C,Furto (art. 155),NULL,TRANSEUNTE,-23.4557271219999,-46.673879827,POINT(-46.673879827 -23.4557271219999),S.PAULO,RUA SERRANA FLUMINENSE,951,C
1494528,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DECAP,DEL.SEC.6º SANTO AMARO,25º D.P.  PARELHEIROS,2016,11,C,Roubo (art. 157),NULL,TRANSEUNTE,-23.828400570287801,-46.725913375272697,POINT(-46.725913375272697 -23.828400570287801),S.PAULO,ESTRADA DA COLONIA,59,C
2324,2016,10370,DECAP,DEL.SEC.2º SUL,97º D.P. AMERICANOPOLIS,DECAP,DEL.SEC.2º SUL,35º D.P.  JABAQUARA,2016,12,C,Roubo (art. 157),NULL,TRANSEUNTE,-23.645373303193601,-46.641105186142802,POINT(-46.641105186142802 -23.645373303193601),S.PAULO,AVENIDA ENGENHEIRO ARMANDO DE ARRUDA PER,3305,C
91781,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DECAP,DEL.SEC.1º CENTRO,02º D.P. BOM RETIRO,2016,1,C,Furto (art. 155),NULL,OUTROS,-23.535329999999899,-46.634119999999903,POINT(-46.634119999999903 -23.535329999999899),S.PAULO,ESTAÇÃO TREM LUZ,0,C
219,2016,140903,DEIC,"DIVECAR-DIV.INV.S/FURTO,R.R.VEIC.E CARGA",DEIC - 3ª DELEGACIA DA DIVECAR,DECAP,DEL.SEC.8º SAO MATEUS,69º D.P. TEOTONIO VILELA,2016,5,C,"Furto qualificado (art. 155, §4o.)",NULL,VEICULO,-23.585614748999902,-46.498471386999903,POINT(-46.498471386999903 -23.585614748999902),S.PAULO,RUA SARGENTO NOEL DE CAMARGO,384,C
1412662,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DECAP,DEL.SEC.5º LESTE,57º D.P. PARQUE DA MOOCA,2016,9,C,Furto (art. 155),NULL,INTERIOR ESTABELECIMENTO,-23.566354752913,-46.588207493217404,POINT(-46.588207493217404 -23.566354752913),S.PAULO,RUA DO ORATORIO,1722,C
1625449,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DEMACRO,DEL.SEC.MOGI DAS CRUZES,01º D.P. SUZANO,2016,11,C,Furto (art. 155),NULL,INTERIOR TRANSPORTE COLETIVO,-23.663750107999899,-46.340108845000003,POINT(-46.340108845000003 -23.663750107999899),RIBEIRAO PIRES,estrada vereador aroldo aves neves,203,C
353568,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DECAP,DEL.SEC.5º LESTE,81º D.P. BELEM,2016,3,C,Furto (art. 155),NULL,INTERIOR TRANSPORTE COLETIVO,-23.5354642101364,-46.584117479040302,POINT(-46.584117479040302 -23.5354642101364),S.PAULO,AVENIDA CELSO GARCIA,3000,C
